pair_id,card_a,card_b,ground_truth,prediction,correct,adherence_score,order_score,combined_score,response_len,has_card_description,has_order_of_events,has_synergy_analysis,has_conclusion,has_final_score
Bash|Iron Wave,Bash,Iron Wave,1,1,1,1.0,1.0,1.0,1155,1,1,1,1,1
Bash|Sever Soul,Bash,Sever Soul,1,1,1,1.0,1.0,1.0,1379,1,1,1,1,1
Bash|Anger,Bash,Anger,1,1,1,1.0,1.0,1.0,1580,1,1,1,1,1
Bash|Sword Boomerang,Bash,Sword Boomerang,1,1,1,1.0,1.0,1.0,1406,1,1,1,1,1
Bash|Ghostly Armor,Bash,Ghostly Armor,0,0,1,1.0,1.0,1.0,1401,1,1,1,1,1
Bash|Clothesline,Bash,Clothesline,1,1,1,1.0,1.0,1.0,1151,1,1,1,1,1
Bash|Limit Break,Bash,Limit Break,0,0,1,1.0,1.0,1.0,1345,1,1,1,1,1
Bash|Clash,Bash,Clash,1,1,1,1.0,1.0,1.0,1259,1,1,1,1,1
Bash|Fire Breathing,Bash,Fire Breathing,0,0,1,1.0,1.0,1.0,1441,1,1,1,1,1
Bash|Fiend Fire,Bash,Fiend Fire,1,-1,0,1.0,1.0,1.0,1434,1,1,1,1,1
Bash|Shockwave,Bash,Shockwave,0,1,0,1.0,1.0,1.0,1313,1,1,1,1,1
Bash|Rage,Bash,Rage,0,0,1,1.0,1.0,1.0,1121,1,1,1,1,1
Bash|Offering,Bash,Offering,0,1,0,1.0,1.0,1.0,1449,1,1,1,1,1
Bash|Pommel Strike,Bash,Pommel Strike,1,1,1,1.0,1.0,1.0,1208,1,1,1,1,1
Bash|Carnage,Bash,Carnage,1,1,1,1.0,1.0,1.0,1042,1,1,1,1,1
Bash|Inflame,Bash,Inflame,0,0,1,1.0,1.0,1.0,1579,1,1,1,1,1
Bash|Burning Pact,Bash,Burning Pact,0,0,1,1.0,1.0,1.0,1267,1,1,1,1,1
Bash|Reckless Charge,Bash,Reckless Charge,1,1,1,1.0,1.0,1.0,1443,1,1,1,1,1
Bash|Blood for Blood,Bash,Blood for Blood,1,1,1,1.0,1.0,1.0,1497,1,1,1,1,1
Bash|Metallicize,Bash,Metallicize,0,0,1,1.0,1.0,1.0,1302,1,1,1,1,1
Bash|Feed,Bash,Feed,1,1,1,1.0,1.0,1.0,1311,1,1,1,1,1
Bash|Uppercut,Bash,Uppercut,1,1,1,1.0,1.0,1.0,1174,1,1,1,1,1
Bash|Headbutt,Bash,Headbutt,1,1,1,1.0,1.0,1.0,1378,1,1,1,1,1
Bash|Dual Wield,Bash,Dual Wield,0,1,0,1.0,1.0,1.0,1431,1,1,1,1,1
Bash|Impervious,Bash,Impervious,0,0,1,1.0,1.0,1.0,1287,1,1,1,1,1
Bash|Barricade,Bash,Barricade,0,0,1,1.0,1.0,1.0,1452,1,1,1,1,1
Bash|Double Tap,Bash,Double Tap,0,0,1,1.0,1.0,1.0,1275,1,1,1,1,1
Bash|Flame Barrier,Bash,Flame Barrier,0,0,1,1.0,1.0,1.0,1416,1,1,1,1,1
Bash|Dark Embrace,Bash,Dark Embrace,0,0,1,1.0,1.0,1.0,1455,1,1,1,1,1
Bash|Defend,Bash,Defend,0,0,1,1.0,1.0,1.0,1350,1,1,1,1,1
Bash|Seeing Red,Bash,Seeing Red,0,0,1,1.0,1.0,1.0,1149,1,1,1,1,1
Bash|Warcry,Bash,Warcry,0,1,0,1.0,1.0,1.0,1657,1,1,1,1,1
Bash|Strike,Bash,Strike,1,1,1,1.0,1.0,1.0,1211,1,1,1,1,1
Bash|Battle Trance,Bash,Battle Trance,0,0,1,1.0,1.0,1.0,1447,1,1,1,1,1
Bash|Twin Strike,Bash,Twin Strike,1,1,1,1.0,1.0,1.0,1090,1,1,1,1,1
Bash|Berserk,Bash,Berserk,0,1,0,1.0,1.0,1.0,1355,1,1,1,1,1
Bash|Juggernaut,Bash,Juggernaut,0,0,1,1.0,1.0,1.0,1239,1,1,1,1,1
Bash|Perfected Strike,Bash,Perfected Strike,1,1,1,1.0,1.0,1.0,1481,1,1,1,1,1
Bash|Second Wind,Bash,Second Wind,0,0,1,1.0,1.0,1.0,1329,1,1,1,1,1
Feel No Pain|Armaments,Feel No Pain,Armaments,0,1,0,1.0,1.0,1.0,1378,1,1,1,1,1
Feel No Pain|Corruption,Feel No Pain,Corruption,1,1,1,1.0,1.0,1.0,1417,1,1,1,1,1
Feel No Pain|Havoc,Feel No Pain,Havoc,1,1,1,1.0,1.0,1.0,1124,1,1,1,1,1
Feel No Pain|Bash,Feel No Pain,Bash,0,0,1,1.0,1.0,1.0,1174,1,1,1,1,1
Feel No Pain|Feel No Pain,Feel No Pain,Feel No Pain,0,1,0,1.0,1.0,1.0,1234,1,1,1,1,1
Feel No Pain|Bludgeon,Feel No Pain,Bludgeon,0,0,1,1.0,1.0,1.0,1068,1,1,1,1,1
Feel No Pain|Combust,Feel No Pain,Combust,0,1,0,1.0,1.0,1.0,1379,1,1,1,1,1
Feel No Pain|Heavy Blade,Feel No Pain,Heavy Blade,0,0,1,1.0,1.0,1.0,1329,1,1,1,1,1
Feel No Pain|Immolate,Feel No Pain,Immolate,0,0,1,1.0,1.0,1.0,1475,1,1,1,1,1
Feel No Pain|Demon Form,Feel No Pain,Demon Form,0,0,1,1.0,1.0,1.0,1218,1,1,1,1,1
Feel No Pain|Evolve,Feel No Pain,Evolve,0,0,1,1.0,1.0,1.0,1136,1,1,1,1,1
Feel No Pain|Intimidate,Feel No Pain,Intimidate,1,1,1,1.0,1.0,1.0,988,1,1,1,1,1
Feel No Pain|Rupture,Feel No Pain,Rupture,0,0,1,1.0,1.0,1.0,1480,1,1,1,1,1
Feel No Pain|Thunderclap,Feel No Pain,Thunderclap,0,0,1,1.0,1.0,1.0,1139,1,1,1,1,1
Feel No Pain|Flex,Feel No Pain,Flex,0,0,1,1.0,1.0,1.0,1375,1,1,1,1,1
Feel No Pain|Wild Strike,Feel No Pain,Wild Strike,0,0,1,1.0,1.0,1.0,1137,1,1,1,1,1
Feel No Pain|Body Slam,Feel No Pain,Body Slam,0,1,0,1.0,1.0,1.0,1463,1,1,1,1,1
Feel No Pain|Entrench,Feel No Pain,Entrench,0,1,0,1.0,1.0,1.0,1619,1,1,1,1,1
Feel No Pain|Spot Weakness,Feel No Pain,Spot Weakness,0,0,1,1.0,1.0,1.0,1411,1,1,1,1,1
Feel No Pain|Exhume,Feel No Pain,Exhume,1,1,1,1.0,1.0,1.0,1082,1,1,1,1,1
Feel No Pain|Hemokinesis,Feel No Pain,Hemokinesis,0,0,1,1.0,1.0,1.0,1350,1,1,1,1,1
Feel No Pain|Infernal Blade,Feel No Pain,Infernal Blade,1,1,1,1.0,1.0,1.0,1168,1,1,1,1,1
Feel No Pain|Shrug it Off,Feel No Pain,Shrug it Off,0,0,1,1.0,1.0,1.0,1206,1,1,1,1,1
Feel No Pain|Power Through,Feel No Pain,Power Through,0,0,1,1.0,1.0,1.0,1230,1,1,1,1,1
Feel No Pain|Pummel,Feel No Pain,Pummel,1,1,1,1.0,1.0,1.0,1347,1,1,1,1,1
Feel No Pain|Disarm,Feel No Pain,Disarm,1,1,1,1.0,1.0,1.0,1037,1,1,1,1,1
Feel No Pain|Cleave,Feel No Pain,Cleave,0,0,1,1.0,1.0,1.0,1291,1,1,1,1,1
Feel No Pain|Whirlwind,Feel No Pain,Whirlwind,0,1,0,1.0,1.0,1.0,1456,1,1,1,1,1
Feel No Pain|Rampage,Feel No Pain,Rampage,0,0,1,1.0,1.0,1.0,1134,1,1,1,1,1
Feel No Pain|Dropkick,Feel No Pain,Dropkick,0,0,1,1.0,1.0,1.0,1253,1,1,1,1,1
Feel No Pain|Sentinel,Feel No Pain,Sentinel,0,1,0,1.0,1.0,1.0,1169,1,1,1,1,1
Feel No Pain|Searing Blow,Feel No Pain,Searing Blow,0,0,1,1.0,1.0,1.0,1204,1,1,1,1,1
Feel No Pain|True Grit,Feel No Pain,True Grit,1,1,1,1.0,1.0,1.0,1145,1,1,1,1,1
Feel No Pain|Brutality,Feel No Pain,Brutality,0,0,1,1.0,1.0,1.0,1598,1,1,1,1,1
Feel No Pain|Bloodletting,Feel No Pain,Bloodletting,0,0,1,1.0,1.0,1.0,1044,1,1,1,1,1
Feel No Pain|Reaper,Feel No Pain,Reaper,1,1,1,1.0,1.0,1.0,1302,1,1,1,1,1
Feel No Pain|Iron Wave,Feel No Pain,Iron Wave,0,0,1,1.0,1.0,1.0,1241,1,1,1,1,1
Feel No Pain|Sever Soul,Feel No Pain,Sever Soul,1,1,1,1.0,1.0,1.0,1326,1,1,1,1,1
Feel No Pain|Anger,Feel No Pain,Anger,0,0,1,1.0,1.0,1.0,1179,1,1,1,1,1
Feel No Pain|Sword Boomerang,Feel No Pain,Sword Boomerang,0,0,1,1.0,1.0,1.0,1109,1,1,1,1,1
Feel No Pain|Ghostly Armor,Feel No Pain,Ghostly Armor,1,1,1,1.0,1.0,1.0,1265,1,1,1,1,1
Feel No Pain|Clothesline,Feel No Pain,Clothesline,0,0,1,1.0,1.0,1.0,1294,1,1,1,1,1
Feel No Pain|Limit Break,Feel No Pain,Limit Break,1,1,1,1.0,1.0,1.0,1121,1,1,1,1,1
Feel No Pain|Clash,Feel No Pain,Clash,0,0,1,1.0,1.0,1.0,1488,1,1,1,1,1
Feel No Pain|Fire Breathing,Feel No Pain,Fire Breathing,0,0,1,1.0,1.0,1.0,1147,1,1,1,1,1
Feel No Pain|Fiend Fire,Feel No Pain,Fiend Fire,1,1,1,1.0,1.0,1.0,1298,1,1,1,1,1
Feel No Pain|Shockwave,Feel No Pain,Shockwave,1,1,1,1.0,1.0,1.0,1095,1,1,1,1,1
Feel No Pain|Rage,Feel No Pain,Rage,0,1,0,1.0,1.0,1.0,1382,1,1,1,1,1
Feel No Pain|Offering,Feel No Pain,Offering,1,1,1,1.0,1.0,1.0,1106,1,1,1,1,1
Feel No Pain|Pommel Strike,Feel No Pain,Pommel Strike,0,0,1,1.0,1.0,1.0,1339,1,1,1,1,1
Feel No Pain|Carnage,Feel No Pain,Carnage,1,1,1,1.0,1.0,1.0,1349,1,1,1,1,1
Feel No Pain|Inflame,Feel No Pain,Inflame,0,0,1,1.0,1.0,1.0,1237,1,1,1,1,1
Feel No Pain|Burning Pact,Feel No Pain,Burning Pact,1,1,1,1.0,1.0,1.0,1204,1,1,1,1,1
Feel No Pain|Reckless Charge,Feel No Pain,Reckless Charge,1,0,0,1.0,1.0,1.0,1088,1,1,1,1,1
Feel No Pain|Blood for Blood,Feel No Pain,Blood for Blood,0,0,1,1.0,1.0,1.0,1419,1,1,1,1,1
Feel No Pain|Metallicize,Feel No Pain,Metallicize,0,1,0,1.0,1.0,1.0,1410,1,1,1,1,1
Feel No Pain|Feed,Feel No Pain,Feed,1,1,1,1.0,1.0,1.0,1255,1,1,1,1,1
Feel No Pain|Uppercut,Feel No Pain,Uppercut,0,0,1,1.0,1.0,1.0,1081,1,1,1,1,1
Feel No Pain|Headbutt,Feel No Pain,Headbutt,0,0,1,1.0,1.0,1.0,1414,1,1,1,1,1
Feel No Pain|Dual Wield,Feel No Pain,Dual Wield,0,0,1,1.0,1.0,1.0,1164,1,1,1,1,1
Feel No Pain|Impervious,Feel No Pain,Impervious,1,1,1,1.0,1.0,1.0,1087,1,1,1,1,1
Feel No Pain|Barricade,Feel No Pain,Barricade,0,1,0,1.0,1.0,1.0,1435,1,1,1,1,1
Feel No Pain|Double Tap,Feel No Pain,Double Tap,0,0,1,1.0,1.0,1.0,1416,1,1,1,1,1
Feel No Pain|Flame Barrier,Feel No Pain,Flame Barrier,0,0,1,1.0,1.0,1.0,1663,1,1,1,1,1
Feel No Pain|Dark Embrace,Feel No Pain,Dark Embrace,0,1,0,1.0,1.0,1.0,1131,1,1,1,1,1
Feel No Pain|Defend,Feel No Pain,Defend,0,0,1,1.0,1.0,1.0,1228,1,1,1,1,1
Feel No Pain|Seeing Red,Feel No Pain,Seeing Red,1,1,1,1.0,1.0,1.0,1065,1,1,1,1,1
Feel No Pain|Warcry,Feel No Pain,Warcry,1,1,1,1.0,1.0,1.0,1328,1,1,1,1,1
Feel No Pain|Strike,Feel No Pain,Strike,0,0,1,1.0,1.0,1.0,1181,1,1,1,1,1
Feel No Pain|Battle Trance,Feel No Pain,Battle Trance,0,0,1,1.0,1.0,1.0,1168,1,1,1,1,1
Feel No Pain|Twin Strike,Feel No Pain,Twin Strike,0,0,1,1.0,1.0,1.0,1243,1,1,1,1,1
Feel No Pain|Berserk,Feel No Pain,Berserk,0,0,1,1.0,1.0,1.0,1319,1,1,1,1,1
Feel No Pain|Juggernaut,Feel No Pain,Juggernaut,0,1,0,1.0,1.0,1.0,1247,1,1,1,1,1
Feel No Pain|Perfected Strike,Feel No Pain,Perfected Strike,0,0,1,1.0,1.0,1.0,1264,1,1,1,1,1
Feel No Pain|Second Wind,Feel No Pain,Second Wind,1,1,1,1.0,1.0,1.0,1351,1,1,1,1,1
Bludgeon|Armaments,Bludgeon,Armaments,0,0,1,1.0,1.0,1.0,1124,1,1,1,1,1
Bludgeon|Corruption,Bludgeon,Corruption,0,0,1,1.0,1.0,1.0,1196,1,1,1,1,1
Bludgeon|Havoc,Bludgeon,Havoc,0,0,1,1.0,1.0,1.0,1284,1,1,1,1,1
Bludgeon|Bash,Bludgeon,Bash,0,0,1,1.0,1.0,1.0,978,1,1,1,1,1
Bludgeon|Feel No Pain,Bludgeon,Feel No Pain,0,0,1,1.0,1.0,1.0,1082,1,1,1,1,1
Bludgeon|Bludgeon,Bludgeon,Bludgeon,0,0,1,1.0,1.0,1.0,939,1,1,1,1,1
Bludgeon|Combust,Bludgeon,Combust,0,1,0,1.0,1.0,1.0,1319,1,1,1,1,1
Bludgeon|Heavy Blade,Bludgeon,Heavy Blade,0,1,0,1.0,1.0,1.0,1440,1,1,1,1,1
Bludgeon|Immolate,Bludgeon,Immolate,0,0,1,1.0,1.0,1.0,1341,1,1,1,1,1
Bludgeon|Demon Form,Bludgeon,Demon Form,0,0,1,1.0,1.0,1.0,1074,1,1,1,1,1
Bludgeon|Evolve,Bludgeon,Evolve,0,0,1,1.0,1.0,1.0,1162,1,1,1,1,1
Bludgeon|Intimidate,Bludgeon,Intimidate,0,0,1,1.0,1.0,1.0,1128,1,1,1,1,1
Bludgeon|Rupture,Bludgeon,Rupture,0,0,1,1.0,1.0,1.0,1184,1,1,1,1,1
Bludgeon|Thunderclap,Bludgeon,Thunderclap,0,1,0,1.0,1.0,1.0,1185,1,1,1,1,1
Bludgeon|Flex,Bludgeon,Flex,0,0,1,1.0,1.0,1.0,1165,1,1,1,1,1
Bludgeon|Wild Strike,Bludgeon,Wild Strike,0,-1,0,1.0,1.0,1.0,1313,1,1,1,1,1
Bludgeon|Body Slam,Bludgeon,Body Slam,0,0,1,1.0,1.0,1.0,1189,1,1,1,1,1
Bludgeon|Entrench,Bludgeon,Entrench,0,0,1,1.0,1.0,1.0,1289,1,1,1,1,1
Bludgeon|Spot Weakness,Bludgeon,Spot Weakness,0,0,1,1.0,1.0,1.0,1187,1,1,1,1,1
Bludgeon|Exhume,Bludgeon,Exhume,0,0,1,1.0,1.0,1.0,1153,1,1,1,1,1
Bludgeon|Hemokinesis,Bludgeon,Hemokinesis,0,0,1,1.0,1.0,1.0,1171,1,1,1,1,1
Bludgeon|Infernal Blade,Bludgeon,Infernal Blade,0,1,0,1.0,1.0,1.0,1372,1,1,1,1,1
Bludgeon|Shrug it Off,Bludgeon,Shrug it Off,0,0,1,1.0,1.0,1.0,1122,1,1,1,1,1
Bludgeon|Power Through,Bludgeon,Power Through,0,-1,0,1.0,1.0,1.0,1355,1,1,1,1,1
Bludgeon|Pummel,Bludgeon,Pummel,0,0,1,1.0,1.0,1.0,919,1,1,1,1,1
Bludgeon|Disarm,Bludgeon,Disarm,0,0,1,1.0,1.0,1.0,874,1,1,1,1,1
Bludgeon|Cleave,Bludgeon,Cleave,0,1,0,1.0,1.0,1.0,1333,1,1,1,1,1
Bludgeon|Whirlwind,Bludgeon,Whirlwind,0,0,1,1.0,1.0,1.0,1230,1,1,1,1,1
Bludgeon|Rampage,Bludgeon,Rampage,0,0,1,1.0,1.0,1.0,1213,1,1,1,1,1
Bludgeon|Dropkick,Bludgeon,Dropkick,0,0,1,1.0,1.0,1.0,1317,1,1,1,1,1
Bludgeon|Sentinel,Bludgeon,Sentinel,0,0,1,1.0,1.0,1.0,1007,1,1,1,1,1
Bludgeon|Searing Blow,Bludgeon,Searing Blow,0,0,1,1.0,1.0,1.0,1067,1,1,1,1,1
Bludgeon|True Grit,Bludgeon,True Grit,0,0,1,1.0,1.0,1.0,1077,1,1,1,1,1
Bludgeon|Brutality,Bludgeon,Brutality,0,0,1,1.0,1.0,1.0,1209,1,1,1,1,1
Bludgeon|Bloodletting,Bludgeon,Bloodletting,0,0,1,1.0,1.0,1.0,1092,1,1,1,1,1
Bludgeon|Reaper,Bludgeon,Reaper,0,0,1,1.0,1.0,1.0,1345,1,1,1,1,1
Bludgeon|Iron Wave,Bludgeon,Iron Wave,0,0,1,1.0,1.0,1.0,929,1,1,1,1,1
Bludgeon|Sever Soul,Bludgeon,Sever Soul,0,0,1,1.0,1.0,1.0,1542,1,1,1,1,1
Bludgeon|Anger,Bludgeon,Anger,0,0,1,1.0,1.0,1.0,1117,1,1,1,1,1
Bludgeon|Sword Boomerang,Bludgeon,Sword Boomerang,0,0,1,1.0,1.0,1.0,1143,1,1,1,1,1
Bludgeon|Ghostly Armor,Bludgeon,Ghostly Armor,0,0,1,1.0,1.0,1.0,1190,1,1,1,1,1
Bludgeon|Clothesline,Bludgeon,Clothesline,0,0,1,1.0,1.0,1.0,1176,1,1,1,1,1
Bludgeon|Limit Break,Bludgeon,Limit Break,0,0,1,1.0,1.0,1.0,1260,1,1,1,1,1
Bludgeon|Clash,Bludgeon,Clash,0,1,0,1.0,1.0,1.0,1162,1,1,1,1,1
Bludgeon|Fire Breathing,Bludgeon,Fire Breathing,0,0,1,1.0,1.0,1.0,1213,1,1,1,1,1
Bludgeon|Fiend Fire,Bludgeon,Fiend Fire,0,0,1,1.0,1.0,1.0,1514,1,1,1,1,1
Bludgeon|Shockwave,Bludgeon,Shockwave,0,0,1,1.0,1.0,1.0,1301,1,1,1,1,1
Bludgeon|Rage,Bludgeon,Rage,0,0,1,1.0,1.0,1.0,1095,1,1,1,1,1
Bludgeon|Offering,Bludgeon,Offering,0,0,1,1.0,1.0,1.0,1391,1,1,1,1,1
Bludgeon|Pommel Strike,Bludgeon,Pommel Strike,0,0,1,1.0,1.0,1.0,1136,1,1,1,1,1
Bludgeon|Carnage,Bludgeon,Carnage,0,0,1,1.0,1.0,1.0,1338,1,1,1,1,1
Bludgeon|Inflame,Bludgeon,Inflame,0,0,1,1.0,1.0,1.0,1080,1,1,1,1,1
Bludgeon|Burning Pact,Bludgeon,Burning Pact,0,0,1,1.0,1.0,1.0,1202,1,1,1,1,1
Bludgeon|Reckless Charge,Bludgeon,Reckless Charge,0,0,1,1.0,1.0,1.0,1103,1,1,1,1,1
Bludgeon|Blood for Blood,Bludgeon,Blood for Blood,0,0,1,1.0,1.0,1.0,1482,1,1,1,1,1
Bludgeon|Metallicize,Bludgeon,Metallicize,0,0,1,1.0,1.0,1.0,1368,1,1,1,1,1
Bludgeon|Feed,Bludgeon,Feed,0,0,1,1.0,1.0,1.0,1380,1,1,1,1,1
Bludgeon|Uppercut,Bludgeon,Uppercut,0,0,1,1.0,1.0,1.0,1414,1,1,1,1,1
Bludgeon|Headbutt,Bludgeon,Headbutt,0,0,1,1.0,1.0,1.0,1399,1,1,1,1,1
Bludgeon|Dual Wield,Bludgeon,Dual Wield,0,0,1,1.0,1.0,1.0,1083,1,1,1,1,1
Bludgeon|Impervious,Bludgeon,Impervious,0,0,1,1.0,1.0,1.0,1126,1,1,1,1,1
Bludgeon|Barricade,Bludgeon,Barricade,0,0,1,1.0,1.0,1.0,1118,1,1,1,1,1
Bludgeon|Double Tap,Bludgeon,Double Tap,0,0,1,1.0,1.0,1.0,1113,1,1,1,1,1
Bludgeon|Flame Barrier,Bludgeon,Flame Barrier,0,0,1,1.0,1.0,1.0,1546,1,1,1,1,1
Bludgeon|Dark Embrace,Bludgeon,Dark Embrace,0,0,1,1.0,1.0,1.0,1144,1,1,1,1,1
Bludgeon|Defend,Bludgeon,Defend,0,0,1,1.0,1.0,1.0,923,1,1,1,1,1
Bludgeon|Seeing Red,Bludgeon,Seeing Red,0,0,1,1.0,1.0,1.0,1057,1,1,1,1,1
Bludgeon|Warcry,Bludgeon,Warcry,0,0,1,1.0,1.0,1.0,1216,1,1,1,1,1
Bludgeon|Strike,Bludgeon,Strike,0,0,1,1.0,1.0,1.0,887,1,1,1,1,1
Bludgeon|Battle Trance,Bludgeon,Battle Trance,0,0,1,1.0,1.0,1.0,1166,1,1,1,1,1
Bludgeon|Twin Strike,Bludgeon,Twin Strike,0,0,1,1.0,1.0,1.0,1148,1,1,1,1,1
Bludgeon|Berserk,Bludgeon,Berserk,0,0,1,1.0,1.0,1.0,1119,1,1,1,1,1
Bludgeon|Juggernaut,Bludgeon,Juggernaut,0,0,1,1.0,1.0,1.0,1143,1,1,1,1,1
Bludgeon|Perfected Strike,Bludgeon,Perfected Strike,0,0,1,1.0,1.0,1.0,1540,1,1,1,1,1
Bludgeon|Second Wind,Bludgeon,Second Wind,0,0,1,1.0,1.0,1.0,1188,1,1,1,1,1
Combust|Armaments,Combust,Armaments,0,0,1,1.0,1.0,1.0,1618,1,1,1,1,1
Combust|Corruption,Combust,Corruption,0,0,1,1.0,1.0,1.0,1543,1,1,1,1,1
Combust|Havoc,Combust,Havoc,0,0,1,1.0,1.0,1.0,1419,1,1,1,1,1
Combust|Bash,Combust,Bash,0,0,1,1.0,1.0,1.0,1515,1,1,1,1,1
Combust|Feel No Pain,Combust,Feel No Pain,0,0,1,1.0,1.0,1.0,1620,1,1,1,1,1
Combust|Bludgeon,Combust,Bludgeon,0,0,1,1.0,1.0,1.0,1517,1,1,1,1,1
Combust|Combust,Combust,Combust,0,1,0,1.0,1.0,1.0,1315,1,1,1,1,1
Combust|Heavy Blade,Combust,Heavy Blade,0,1,0,1.0,1.0,1.0,1604,1,1,1,1,1
Combust|Immolate,Combust,Immolate,0,1,0,1.0,1.0,1.0,1452,1,1,1,1,1
Combust|Demon Form,Combust,Demon Form,0,1,0,1.0,1.0,1.0,1265,1,1,1,1,1
Combust|Evolve,Combust,Evolve,0,0,1,1.0,1.0,1.0,1442,1,1,1,1,1
Combust|Intimidate,Combust,Intimidate,0,1,0,1.0,1.0,1.0,1716,1,1,1,1,1
Combust|Rupture,Combust,Rupture,1,1,1,1.0,1.0,1.0,1266,1,1,1,1,1
Combust|Thunderclap,Combust,Thunderclap,0,1,0,1.0,1.0,1.0,1612,1,1,1,1,1
Combust|Flex,Combust,Flex,0,0,1,1.0,1.0,1.0,1654,1,1,1,1,1
Combust|Wild Strike,Combust,Wild Strike,0,1,0,1.0,1.0,1.0,1527,1,1,1,1,1
Combust|Body Slam,Combust,Body Slam,0,1,0,1.0,1.0,1.0,1553,1,1,1,1,1
Combust|Entrench,Combust,Entrench,0,1,0,1.0,1.0,1.0,1363,1,1,1,1,1
Combust|Spot Weakness,Combust,Spot Weakness,0,0,1,1.0,1.0,1.0,1476,1,1,1,1,1
Combust|Exhume,Combust,Exhume,0,0,1,1.0,1.0,1.0,1422,1,1,1,1,1
Combust|Hemokinesis,Combust,Hemokinesis,0,0,1,1.0,1.0,1.0,1462,1,1,1,1,1
Combust|Infernal Blade,Combust,Infernal Blade,0,1,0,1.0,1.0,1.0,1570,1,1,1,1,1
Combust|Shrug it Off,Combust,Shrug it Off,0,0,1,1.0,1.0,1.0,1741,1,1,1,1,1
Combust|Power Through,Combust,Power Through,0,0,1,1.0,1.0,1.0,1473,1,1,1,1,1
Combust|Pummel,Combust,Pummel,0,1,0,1.0,1.0,1.0,1407,1,1,1,1,1
Combust|Disarm,Combust,Disarm,0,0,1,1.0,1.0,1.0,1477,1,1,1,1,1
Combust|Cleave,Combust,Cleave,0,1,0,1.0,1.0,1.0,1294,1,1,1,1,1
Combust|Whirlwind,Combust,Whirlwind,0,1,0,1.0,1.0,1.0,1590,1,1,1,1,1
Combust|Rampage,Combust,Rampage,0,0,1,1.0,1.0,1.0,1623,1,1,1,1,1
Combust|Dropkick,Combust,Dropkick,0,0,1,1.0,1.0,1.0,1622,1,1,1,1,1
Combust|Sentinel,Combust,Sentinel,0,1,0,1.0,1.0,1.0,1449,1,1,1,1,1
Combust|Searing Blow,Combust,Searing Blow,0,0,1,1.0,1.0,1.0,1200,1,1,1,1,1
Combust|True Grit,Combust,True Grit,0,0,1,1.0,1.0,1.0,1703,1,1,1,1,1
Combust|Brutality,Combust,Brutality,0,0,1,1.0,1.0,1.0,1824,1,1,1,1,1
Combust|Bloodletting,Combust,Bloodletting,0,0,1,1.0,1.0,1.0,1715,1,1,1,1,1
Combust|Reaper,Combust,Reaper,0,1,0,1.0,1.0,1.0,1342,1,1,1,1,1
Combust|Iron Wave,Combust,Iron Wave,0,0,1,1.0,1.0,1.0,1531,1,1,1,1,1
Combust|Sever Soul,Combust,Sever Soul,0,1,0,1.0,1.0,1.0,1534,1,1,1,1,1
Combust|Anger,Combust,Anger,0,0,1,1.0,1.0,1.0,1704,1,1,1,1,1
Combust|Sword Boomerang,Combust,Sword Boomerang,0,1,0,1.0,1.0,1.0,1490,1,1,1,1,1
Combust|Ghostly Armor,Combust,Ghostly Armor,0,0,1,1.0,1.0,1.0,1724,1,1,1,1,1
Combust|Clothesline,Combust,Clothesline,0,0,1,1.0,1.0,1.0,1457,1,1,1,1,1
Combust|Limit Break,Combust,Limit Break,0,0,1,1.0,1.0,1.0,1417,1,1,1,1,1
Combust|Clash,Combust,Clash,0,1,0,1.0,1.0,1.0,1663,1,1,1,1,1
Combust|Fire Breathing,Combust,Fire Breathing,0,1,0,1.0,1.0,1.0,1527,1,1,1,1,1
Combust|Fiend Fire,Combust,Fiend Fire,0,-1,0,1.0,1.0,1.0,1672,1,1,1,1,1
Combust|Shockwave,Combust,Shockwave,0,1,0,1.0,1.0,1.0,1389,1,1,1,1,1
Combust|Rage,Combust,Rage,0,0,1,1.0,1.0,1.0,1451,1,1,1,1,1
Combust|Offering,Combust,Offering,0,0,1,1.0,1.0,1.0,1988,1,1,1,1,1
Combust|Pommel Strike,Combust,Pommel Strike,0,0,1,1.0,1.0,1.0,1470,1,1,1,1,1
Combust|Carnage,Combust,Carnage,0,1,0,1.0,1.0,1.0,1597,1,1,1,1,1
Combust|Inflame,Combust,Inflame,0,0,1,1.0,1.0,1.0,1317,1,1,1,1,1
Combust|Burning Pact,Combust,Burning Pact,0,0,1,1.0,1.0,1.0,1357,1,1,1,1,1
Combust|Reckless Charge,Combust,Reckless Charge,0,1,0,1.0,1.0,1.0,1473,1,1,1,1,1
Combust|Blood for Blood,Combust,Blood for Blood,1,0,0,1.0,1.0,1.0,1314,1,1,1,1,1
Combust|Metallicize,Combust,Metallicize,0,0,1,1.0,1.0,1.0,1238,1,1,1,1,1
Combust|Feed,Combust,Feed,-1,1,0,1.0,1.0,1.0,1608,1,1,1,1,1
Combust|Uppercut,Combust,Uppercut,0,0,1,1.0,1.0,1.0,1699,1,1,1,1,1
Combust|Headbutt,Combust,Headbutt,0,0,1,1.0,1.0,1.0,1543,1,1,1,1,1
Combust|Dual Wield,Combust,Dual Wield,0,0,1,1.0,1.0,1.0,1527,1,1,1,1,1
Combust|Impervious,Combust,Impervious,0,0,1,1.0,1.0,1.0,1535,1,1,1,1,1
Combust|Barricade,Combust,Barricade,0,0,1,1.0,1.0,1.0,1404,1,1,1,1,1
